<doc id="edoc_wd_1773-11-13" attrs="word" year="1773" month="11" day="13" corpus="1">
<head id="hl1">
Lißabon	w29
Grafen	w1811
von	w1812
Or=low	w1813
<g/>
=
anvertraut	w1815
hätte	w1816
<g/>
.
</p>
<p id="p35">
Der	w1818
Kapitain	w1819
eines	w1820
eben	w1821
gestern	w1822
in	w1823
hie=sigem	w1824
<g/>
=
Hafen	w1826
eingelaufenen	w1827
<g/>
:
Engländischen	w1829
Schiffes	w1830
<g/>
,
das	w1832
von	w1833
Exon	w1834
in	w1835
England	w1836
<g/>
,
kam	w1838
berichitet	w1839
<g/>
,
er	w1841
habe	w1842
das	w1843
Engländische	w1844
Kriegs=schiff	w1845
<g/>
=
<g/>
,
das	w1848
der	w1849
Viceadmiral	w1850
Denis	w1851
führet	w1852
auf	w1853
seiner	w1854
Reise	w1855
<g/>
,
im	w1857
vollen	w1858
Seegeln	w1859
gegen	w1860
die	w1861
Barbarische	w1862
Küste	w1863
<g/>
,
angetroffen	w1865
<g/>
.
Durch	w1867
andere	w1868
Briefschaften	w1869
weiß	w1870
man	w1871
das	w1872
dieser	w1873
Viceadmiral	w1874
den	w1875
10	w1876
<g/>
.
des	w1878
jüngstverflossenen	w1879
Monats	w1880
von	w1881
Genua	w1882
abgeseegelt	w1883
seye	w1884
<g/>
,
nach=dem	w1886
<g/>
=
er	w1888
kurz	w1889
vorher	w1890
von	w1891
Turin	w1892
dahin	w1893
zu=rückgekehret	w1894
<g/>
=
war	w1896
<g/>
.
</p>
<p id="p36">
Der	w1898
den	w1899
19	w1900
<g/>
.
und	w1902
20	w1903
<g/>
.
Herbsim	w1905
<g/>
.
zu	w1907
Pa=lerms	w1908
<g/>
=
sich	w1910
ereignete	w1911
Tumuit	w1912
<g/>
,
war	w1914
nur	w1915
ein	w1916
Aufstand	w1917
des	w1918
gemeinen	w1919
Pövels	w1920
in	w1921
Getraide=angelegenheiten	w1922
<g/>
=
wieder	w1924
den	w1925
dasigen	w1926
Viceks=nig	w1927
<g/>
=
<g/>
,
und	w1930
hat	w1931
keine	w1932
solche	w1933
Folgen	w1934
nach	w1935
sich	w1936
gezogen	w1937
<g/>
,
wie	w1939
verschiedene	w1940
Jtaliänische	w1941
Zei	w1942
<g/>
=
Luingsblätter	w1944
fälschlich	w1945
berichtet	w1946
<g/>
,
und	w1948
über=trieben	w1949
<g/>
=
haben	w1951
<g/>
,
gielmehr	w1953
weiß	w1954
man	w1955
nun	w1956
von	w1957
</p>
<p id="p37">
guter	w1958
Hand	w1959
<g/>
,
daß	w1961
daselbst	w1962
alles	w1963
wieder	w1964
auf	w1965
das	w1966
vollkommenste	w1967
beruhiget	w1968
sey	w1969
<g/>
.
</p>
<p id="p38">
Jn	w1971
abgewichener	w1972
Woche	w1973
belief	w1974
sich	w1975
die	w1976
Anzahl	w1977
der	w1978
hier	w1979
eingetroffenen	w1980
<g/>
,
und	w1982
zum	w1983
Theil	w1984
ansehnlicher	w1985
Schiffe	w1986
<g/>
,
auf	w1988
145	w1989
Stücke	w1990
<g/>
.
Abgefeegelt	w1992
sind	w1993
hingegen	w1994
160	w1995
<g/>
.
mit	w1997
beträcht=lichen	w1998
<g/>
=
Ladungen	w2000
nach	w2001
verschiedenen	w2002
Gegen=den	w2003
<g/>
=
der	w2005
Welt	w2006
<g/>
.
</p>
<head id="hl10">
Warschau	w2008
den	w2009
22	w2010
<g/>
.
Weinm	w2012
</head>
<p id="p39">
Es	w2013
ward	w2014
doch	w2015
jüngsthin	w2016
in	w2017
vielen	w2018
öffentli=chen	w2019
<g/>
=
Blättern	w2021
gesagt	w2022
<g/>
,
daß	w2024
Türken	w2025
in	w2026
Pohlen	w2027
eingefallen	w2028
waren	w2029
<g/>
.
Dieser	w2031
Einfall	w2032
hat	w2033
sich	w2034
nun	w2035
glücklich	w2036
aufgeklärt	w2037
<g/>
.
Es	w2039
sind	w2040
keine	w2041
50000	w2042
<g/>
.
bewaffnete	w2044
Türken	w2045
<g/>
,
sondern	w2047
nur	w2048
50	w2049
<g/>
.
arme	w2051
Bauern	w2052
gewesen	w2053
<g/>
,
die	w2055
ihres	w2056
kümmerlichen	w2057
Le=bensunterhaltes	w2058
<g/>
=
wegen	w2060
aus	w2061
Noth	w2062
eine	w2063
Excur=sion	w2064
<g/>
=
gewagt	w2066
hatten	w2067
<g/>
.
Unser	w2069
Stadtgraben	w2070
wird	w2071
durch	w2072
die	w2073
Veranstaltung	w2074
des	w2075
neuen	w2076
Gouver=neurs	w2077
<g/>
=
Herrn	w2079
Grafens	w2080
von	w2081
Brühl	w2082
aufs	w2083
neue	w2084
ver=bessert	w2085
<g/>
=
<g/>
.
Von	w2088
nun	w2089
an	w2090
sind	w2091
jedem	w2092
Mitgliede	w2093
des	w2094
aufgehobenen	w2095
Jesuiterordens	w2096
bey	w2097
uns	w2098
15	w2099
<g/>
.
Dukaten	w2101
zu	w2102
Kleidung	w2103
und	w2104
4	w2105
<g/>
.
Dukaten	w2107
mo=natlich	w2108
<g/>
=
ausgesetzt	w2110
<g/>
.
Der	w2112
Schulanstalten	w2113
wegen	w2114
<g/>
,
die	w2116
bisher	w2117
von	w2118
diesen	w2119
Ordensleuten	w2120
dirigiret	w2121
wurden	w2122
<g/>
,
ist	w2124
noch	w2125
nichts	w2126
Gewisses	w2127
beschlossen	w2128
<g/>
.
Einem	w2130
neuen	w2131
Plan	w2132
zu	w2133
Folge	w2134
soll	w2135
in	w2136
War=schau	w2137
<g/>
=
eine	w2139
Akademie	w2140
errichtet	w2141
werden	w2142
<g/>
.
</p>
<head id="hl11">
Berlin	w2144
vom	w2145
6	w2146
<g/>
.
Wintermonat	w2148
<g/>
.
</head>
<p id="p40">
Gestern	w2150
fruh	w2151
überbrachte	w2152
der	w2153
Kammerherr	w2154
von	w2155
Berg	w2156
an	w2157
ihre	w2158
Majestät	w2159
die	w2160
Königinn	w2161
<g/>
,
an	w2163
ihre	w2164
kön	w2165
<g/>
.
Hoheit	w2167
<g/>
,
die	w2169
verwittwete	w2170
Prinzeßinn	w2171
von	w2172
Preußen	w2173
<g/>
,
und	w2175
dem	w2176
sämmtlichen	w2177
hier	w2178
be=findlichen	w2179
<g/>
=
königlichen	w2181
Hause	w2182
die	w2183
höchsterfreuli=che	w2184
<g/>
=
Nachricht	w2186
<g/>
,
daß	w2188
ihre	w2189
kön	w2190
<g/>
.
Hoheit	w2192
<g/>
,
die	w2194
Prin=zeßinn	w2195
<g/>
=
von	w2197
Preußen	w2198
am	w2199
5ten	w2200
dieses	w2201
früh	w2202
um	w2203
2	w2204
<g/>
.
Uhr	w2206
von	w2207
einem	w2208
Prinzen	w2209
<g/>
,
zur	w2211
Freude	w2212
des	w2213
gan=zen	w2214
<g/>
=
Landes	w2216
glücklichst	w2217
entbunden	w2218
worden	w2219
sey	w2220
<g/>
.
Jhre	w2222
kön	w2223
<g/>
.
Hoheit	w2225
<g/>
,
die	w2227
vewittwete	w2228
Prinzeßinn	w2229
von	w2230
Preußen	w2231
erhoben	w2232
sich	w2233
auf	w2234
diese	w2235
erhaltene	w2236
frohe	w2237
Nachricht	w2238
sogleich	w2239
nach	w2240
Potsdam	w2241
<g/>
,
und	w2243
diese	w2244
höchsterwünschte	w2245
Niederkunft	w2246
ward	w2247
ge=stern	w2248
<g/>
=
durch	w2250
72	w2251
<g/>
.
Kanonenschüsse	w2253
aus	w2254
24	w2255
<g/>
.
im	w2257
hiesigen	w2258
Lustgarten	w2259
aufgepflanzten	w2260
Stücken	w2261
feyerlichst	w2262
bekannt	w2263
gemacht	w2264
</p>
<p id="p41">
Man	w2265
hat	w2266
allhier	w2267
mit	w2268
Verwunderung	w2269
wahr=genommen	w2270
<g/>
=
<g/>
,
daß	w2273
die	w2274
Verfasser	w2275
der	w2276
Gazeite	w2277
de	w2278
France	w2279
<g/>
,
und	w2281
aus	w2282
derselben	w2283
andere	w2284
Zeitungs=schreiber	w2285
<g/>
=
sich	w2287
erläubt	w2288
gehalten	w2289
<g/>
,
den	w2291
zwischen	w2292
Sr	w2293
<g/>
.
kön	w2295
<g/>
.
Maj	w2297
<g/>
.
von	w2299
Preußen	w2300
und	w2301
der	w2302
Krone	w2303
Pohlen	w2304
jüngsthin	w2305
geschlossenen	w2306
Ceßionstractat	w2307
<g/>
,
</p>
<p id="p42">
ehe	w2309
noch	w2310
derselbe	w2311
von	w2312
denen	w2313
schließenden	w2314
Thei=len	w2315
<g/>
=
ratificiret	w2317
worden	w2318
<g/>
,
und	w2320
dabey	w2321
ganz	w2322
unrich=tig	w2323
<g/>
=
und	w2325
verstümmelt	w2326
<g/>
,
mit	w2328
Auslassung	w2329
einiger	w2330
Stellen	w2331
<g/>
,
die	w2333
darinn	w2334
gehören	w2335
<g/>
,
und	w2337
Einsetzund	w2338
anderer	w2339
<g/>
,
die	w2341
nicht	w2342
darinn	w2343
stehen	w2344
<g/>
,
der	w2346
Welt	w2347
vor	w2348
Augen	w2349
zu	w2350
legen	w2351
<g/>
,
wie	w2353
denn	w2354
die	w2355
deutsche	w2356
Uebersetzung	w2357
davon	w2358
noch	w2359
unverständlicher	w2360
ge=rathen	w2361
<g/>
=
ist	w2363
<g/>
.
Man	w2365
ersuchet	w2366
also	w2367
das	w2368
Publikum	w2369
<g/>
,
diese	w2371
Abschrift	w2372
des	w2373
Tractats	w2374
nicht	w2375
als	w2376
ächt	w2377
an=zusehen	w2378
<g/>
=
<g/>
,
und	w2381
versichert	w2382
zu	w2383
seyn	w2384
<g/>
,
daß	w2386
man	w2387
den=selben	w2388
<g/>
=
zu	w2390
seiner	w2391
Zeit	w2392
aus	w2393
der	w2394
wahren	w2395
Urkun=de	w2396
<g/>
=
bekannt	w2398
machen	w2399
werde	w2400
<g/>
.
</p>
<head id="hl12">
Vermischte	w2402
Neuigkeiten	w2403
<g/>
.
</head>
<p id="p43">
Laut	w2405
Briefen	w2406
aus	w2407
Kopenhagen	w2408
ist	w2409
nun	w2410
der	w2411
Hofstaat	w2412
des	w2413
Kronprinzen	w2414
vollkommen	w2415
regulirt	w2416
und	w2417
der	w2418
General	w2419
von	w2420
Eichstädt	w2421
zu	w2422
dessen	w2423
Ober=sten	w2424
<g/>
=
Hofmeister	w2426
ernannt	w2427
worden	w2428
<g/>
.
</p>
<p id="p44">
Den	w2430
24ten	w2431
Weinmonats	w2432
ist	w2433
der	w2434
Graf	w2435
von	w2436
Ben=tink	w2437
<g/>
=
<g/>
,
von	w2440
seiner	w2441
nach	w2442
England	w2443
gemachten	w2444
Rei=se	w2445
<g/>
=
wieder	w2447
in	w2448
dem	w2449
Haag	w2450
eingetroffen	w2451
<g/>
,
und	w2453
hat	w2454
sich	w2455
den	w2456
26	w2457
<g/>
.
darauf	w2459
in	w2460
der	w2461
Versammlung	w2462
des	w2463
Rathes	w2464
von	w2465
Holland	w2466
eingefunden	w2467
<g/>
,
wovon	w2469
der=selbe	w2470
<g/>
=
Präsident	w2472
ist	w2473
<g/>
.
</p>
<p id="p45">
Laut	w2475
anderweiten	w2476
Briefen	w2477
aus	w2478
Kopenhagen	w2479
hat	w2480
der	w2481
König	w2482
in	w2483
Preußen	w2484
zu	w2485
Konigsberg	w2486
ein	w2487
bewaf	w2488
<g/>
,
netes	w2490
Paquetbooth	w2491
ausrüsten	w2492
lassen	w2493
<g/>
,
welches	w2495
zu	w2496
einem	w2497
ordentlichen	w2498
Postschif	w2499
von	w2500
Konigsberg	w2501
nach	w2502
Cadix	w2503
<g/>
,
und	w2505
von	w2506
da	w2507
wieder	w2508
zurück	w2509
bestimmt	w2510
ist	w2511
es	w2512
ist	w2513
solches	w2514
auch	w2515
würklich	w2516
auf	w2517
seiner	w2518
Fahrt	w2519
nach	w2520
Cadix	w2521
zu	w2522
Merdor	w2523
in	w2524
Norwegen	w2525
den	w2526
28	w2527
<g/>
,
Sept	w2529
<g/>
.
eingeloffen	w2531
</p>
<p id="p46">
Zu	w2532
Londen	w2533
siel	w2534
den	w2535
19	w2536
<g/>
.
Weinm	w2538
<g/>
.
bey	w2540
entstan=denem	w2541
<g/>
=
heftigen	w2543
Gewitter	w2544
eine	w2545
grosse	w2546
Feuerkugel	w2547
zur	w2548
Erde	w2549
<g/>
,
just	w2551
vor	w2552
einem	w2553
daher	w2554
fahrenden	w2555
Wa	w2556
<g/>
.
gen	w2558
<g/>
,
Fuhrmann	w2560
und	w2561
Pferde	w2562
wurden	w2563
dadurch	w2564
zu	w2565
Boden	w2566
geschlagen	w2567
<g/>
,
und	w2569
lagen	w2570
eine	w2571
Stunde	w2572
lang	w2573
ohne	w2574
Bewegung	w2575
<g/>
,
doch	w2577
erholten	w2578
sie	w2579
sich	w2580
wieder	w2581
nach	w2582
und	w2583
nach	w2584
<g/>
.
</p>
<p id="p47">
Aus	w2586
eben	w2587
gedachten	w2588
Londen	w2589
wird	w2590
folgende	w2591
Ge=schichte	w2592
<g/>
=
als	w2594
eine	w2595
Neuigkeit	w2596
berichtet	w2597
<g/>
:
Ein	w2599
jun=ger	w2600
<g/>
=
Lord	w2602
verliebte	w2603
sich	w2604
in	w2605
eine	w2606
Kaufmannstoch=ter	w2607
<g/>
=
<g/>
,
er	w2610
begehrte	w2611
sie	w2612
von	w2613
den	w2614
Eltern	w2615
zur	w2616
Frau	w2617
<g/>
,
und	w2619
da	w2620
er	w2621
noch	w2622
nicht	w2623
gänzlich	w2624
mehrjährig	w2625
war	w2626
<g/>
,
versprach	w2628
er	w2629
sie	w2630
in	w2631
3	w2632
<g/>
.
Monaten	w2634
zu	w2635
ehlichen	w2636
<g/>
,
weil	w2638
er	w2639
denn	w2640
majoren	w2641
seyn	w2642
würde	w2643
<g/>
;
er	w2645
proponirte	w2646
hier=auf	w2647
<g/>
=
eine	w2649
kleine	w2650
Lustreise	w2651
nach	w2652
Paris	w2653
<g/>
,
die	w2655
Eltern	w2656
kießen	w2657
sichs	w2658
gefallen	w2659
<g/>
,
begleiteten	w2661
aber	w2662
ihre	w2663
Toch=ter	w2664
<g/>
=
selbst	w2666
<g/>
;
da	w2668
aber	w2669
die	w2670
3	w2671
Monat	w2672
vorbey	w2673
waren	w2674
<g/>
,
erinnerte	w2676
der	w2677
Vater	w2678
<g/>
,
welcher	w2680
gerne	w2681
wieder	w2682
bey	w2683
seinen	w2684
Geschäften	w2685
gewesen	w2686
wäre	w2687
<g/>
,
den	w2689
Tord	w2690
an	w2691
sein	w2692
Versprechen	w2693
<g/>
;
allein	w2695
dieser	w2696
war	w2697
unverschämt	w2698
genug	w2699
zu	w2700
antworten	w2701
<g/>
,
er	w2703
habe	w2704
sich	w2705
eines	w2706
andern	w2707
bedacht	w2708
<g/>
;
dis	w2710
kam	w2711
dem	w2712
ältern	w2713
Bruder	w2714
der	w2715
VersproVersprochenen	w2716
<g/>
=
</p>
<p id="p48">
chenen	w2718
zu	w2719
Ohren	w2720
<g/>
,
sogleich	w2722
eilte	w2723
er	w2724
nach	w2725
Paris	w2726
<g/>
,
begab	w2728
sich	w2729
zu	w2730
dem	w2731
Lord	w2732
und	w2733
fragte	w2734
ihn	w2735
um	w2736
die	w2737
Ursache	w2738
dieser	w2739
Veränderung	w2740
<g/>
:
allein	w2742
alle	w2743
Antwort	w2744
war	w2745
<g/>
:
es	w2747
hat	w2748
mir	w2749
gefallen	w2750
meinen	w2751
Sinn	w2752
zu	w2753
andern	w2754
<g/>
,
und	w2756
mit	w2757
<g/>
,
sagte	w2759
der	w2760
Bruder	w2761
<g/>
,
gefälts	w2763
Euere	w2764
Herrl	w2765
<g/>
.
auf	w2767
den	w2768
Degen	w2769
heraus	w2770
zu	w2771
fordern	w2772
<g/>
;
diesmahl	w2774
ge=wann	w2775
<g/>
=
die	w2777
gerechte	w2778
Sache	w2779
<g/>
.
Jhre	w2781
Herrl	w2782
<g/>
.
wurden	w2784
entwafnet	w2785
<g/>
,
und	w2787
musten	w2788
<g/>
,
das	w2790
Leben	w2791
zu	w2792
erhalten	w2793
<g/>
,
ihr	w2795
Wort	w2796
halten	w2797
<g/>
.
</p>
<p id="p49">
Der	w2799
Herzog	w2800
von	w2801
Penthievre	w2802
hat	w2803
dem	w2804
Herzoge	w2805
von	w2806
Chartres	w2807
100	w2808
tausend	w2809
Livres	w2810
zugesandt	w2811
<g/>
,
die	w2813
er	w2814
im	w2815
versprochen	w2816
hatte	w2817
<g/>
,
wann	w2819
seine	w2820
Frau	w2821
Ge=mahlinn	w2822
<g/>
=
einen	w2824
Prinzen	w2825
zur	w2826
Welt	w2827
brächte	w2828
<g/>
.
Die=sem	w2830
<g/>
=
schönen	w2832
Geschenke	w2833
hat	w2834
er	w2835
eine	w2836
Pension	w2837
von	w2838
40	w2839
tausend	w2840
Livres	w2841
und	w2842
einen	w2843
mit	w2844
Diamanten	w2845
reich	w2846
eingefaßten	w2847
Degengrif	w2848
<g/>
,
der	w2850
auf	w2851
22	w2852
<g/>
.
tausend	w2854
Livres	w2855
geschatzt	w2856
wird	w2857
<g/>
,
für	w2859
den	w2860
am	w2861
6ten	w2862
Octob	w2863
<g/>
.
gebohrnen	w2865
Herzog	w2866
von	w2867
Valdis	w2868
<g/>
,
des	w2870
Herzogs	w2871
von	w2872
Chartres	w2873
Sohn	w2874
<g/>
,
beygefügt	w2876
<g/>
.
</p>
<p id="p50">
Jn	w2878
den	w2879
meisten	w2880
pohlnischen	w2881
Städten	w2882
<g/>
,
welche	w2884
an	w2885
Rußland	w2886
gekommen	w2887
<g/>
,
soll	w2889
fast	w2890
kein	w2891
Pohle	w2892
mehr	w2893
anzutreffen	w2894
<g/>
,
und	w2896
solche	w2897
schon	w2898
überall	w2899
mit	w2900
Russen	w2901
angefüllet	w2902
<g/>
,
zugleich	w2904
auch	w2905
mit	w2906
neuen	w2907
Festungs=werken	w2908
<g/>
=
versehen	w2910
seyn	w2911
<g/>
.
Man	w2913
rechnet	w2914
<g/>
,
daß	w2916
wäh=rendem	w2917
<g/>
=
Kriege	w2919
uber	w2920
sechsmal	w2921
hundert	w2922
tausend	w2923
Pohlen	w2924
in	w2925
das	w2926
russische	w2927
Reich	w2928
gezogen	w2929
sind	w2930
<g/>
,
als	w2932
wohin	w2933
sie	w2934
<g/>
,
wie	w2936
auch	w2937
die	w2938
Finnländer	w2939
mit	w2940
Guttha=ben	w2941
<g/>
=
gelocket	w2943
werden	w2944
<g/>
,
und	w2946
ohne	w2947
Entgeld	w2948
Vieh	w2949
<g/>
,
Land	w2951
<g/>
,
ein	w2953
Haus	w2954
<g/>
,
und	w2956
andere	w2957
Nothwendigkeiten	w2958
empfangen	w2959
<g/>
.
</p>
<p id="p51">
Se	w2961
<g/>
.
Churfürstl	w2963
<g/>
.
Durchlaucht	w2965
von	w2966
Bapern	w2967
<g/>
,
durch	w2969
Höchstdero	w2970
Regierung	w2971
zu	w2972
Amberg	w2973
benachrichtiget	w2974
<g/>
,
daß	w2976
die	w2977
Wittwe	w2978
eines	w2979
Einnehmers	w2980
des	w2981
Grafen	w2982
von	w2983
Castell	w2984
den	w2985
Jesuiten	w2986
<g/>
,
zur	w2988
Stiftung	w2989
einer	w2990
Mißion	w2991
<g/>
,
60	w2993
tausend	w2994
Gulben	w2995
vermacht	w2996
hatte	w2997
<g/>
,
haben	w2999
zu	w3000
Folge	w3001
der	w3002
über	w3003
die	w3004
Habschaften	w3005
dieser	w3006
Geistlichen	w3007
übernommenen	w3008
hachsten	w3009
Obsorge	w3010
<g/>
,
den	w3012
Befehl	w3013
ertheilet	w3014
<g/>
,
jenes	w3016
Geld	w3017
sogleich	w3018
nach	w3019
Mün=chen	w3020
<g/>
=
zu	w3022
übermachen	w3023
<g/>
,
welches	w3025
auch	w3026
bereits	w3027
geschehen	w3028
<g/>
.
</p>
<p id="p52">
Zu	w3030
Preßburg	w3031
werden	w3032
mit	w3033
Anfang	w3034
des	w3035
bevor=stehenden	w3036
<g/>
=
Christmonats	w3038
die	w3039
vormaligen	w3040
Jesuiten=schulen	w3041
<g/>
=
wieder	w3043
eröfnet	w3044
werden	w3045
<g/>
.
</p>
<p id="p53">
Zu	w3047
Weiglsdorf	w3048
einer	w3049
Fürst	w3050
<g/>
=
Eßterhasischen	w3052
Herrschaft	w3053
ohnweit	w3054
Eisenstabt	w3055
sind	w3056
am	w3057
rten	w3058
Octob	w3059
<g/>
.
durch	w3061
die	w3062
Unvorsichtigkeit	w3063
bohmischer	w3064
Leute	w3065
<g/>
,
wel=che	w3067
<g/>
=
Taback	w3069
schmauchten	w3070
<g/>
,
51	w3072
<g/>
.
Häuser	w3074
in	w3075
Brand	w3076
gerathen	w3077
<g/>
.
Und	w3079
zu	w3080
Hidegit	w3081
in	w3082
der	w3083
Schütt	w3084
auf	w3085
dem	w3086
von	w3087
Jesenackischen	w3088
Gute	w3089
ist	w3090
am	w3091
5ten	w3092
dieses	w3093
früh	w3094
Morgens	w3095
das	w3096
Wirthshaus	w3097
ein	w3098
Opfer	w3099
der	w3100
Flam=men	w3101
<g/>
=
worden	w3103
<g/>
.
Die	w3105
Veranlassung	w3106
zu	w3107
diesem	w3108
Un=zlucke	w3109
<g/>
=
ist	w3111
noch	w3112
unbekannt	w3113
<g/>
.
</p>
<p id="p54">
Wem	w3115
etwas	w3116
daran	w3117
gelegen	w3118
<g/>
,
seine	w3120
Wägen	w3121
für	w3122
Wetter	w3123
und	w3124
Fäulniß	w3125
zu	w3126
schützen	w3127
<g/>
,
und	w3129
solche	w3130
zwey=mal	w3131
<g/>
=
so	w3133
lange	w3134
brauchbar	w3135
zu	w3136
erhalten	w3137
<g/>
,
als	w3139
gewöhn=lich	w3140
<g/>
=
<g/>
,
dem	w3143
wird	w3144
von	w3145
einem	w3146
sorgfaltigen	w3147
Wirth	w3148
<g/>
,
der	w3150
eigene	w3151
Erfahrung	w3152
davon	w3153
hat	w3154
<g/>
,
das	w3156
Anstreichen	w3157
der	w3158
Rader	w3159
und	w3160
Achsen	w3161
<g/>
,
nebst	w3163
denen	w3164
Armen	w3165
und	w3166
</p>
<p id="p55">
Speichen	w3167
<g/>
,
mit	w3169
Theer	w3170
empfohlen	w3171
<g/>
;
zu	w3173
dem	w3174
Ende	w3175
wird	w3176
der	w3177
Theer	w3178
in	w3179
einem	w3180
kupfernen	w3181
oder	w3182
irdenen	w3183
Gefäß	w3184
recht	w3185
heiß	w3186
gemacht	w3187
<g/>
,
mit	w3189
Verhütung	w3190
<g/>
,
daß	w3192
er	w3193
nicht	w3194
anfange	w3195
zu	w3196
brennen	w3197
<g/>
,
und	w3199
alsdenn	w3200
damit	w3201
alles	w3202
Holzwerk	w3203
<g/>
,
das	w3205
im	w3206
Wetter	w3207
seyn	w3208
muß	w3209
<g/>
,
an=gestrichen	w3211
<g/>
=
<g/>
:
je	w3214
heisser	w3215
der	w3216
Theer	w3217
darauf	w3218
kömmt	w3219
Je	w3220
besser	w3221
zieht	w3222
er	w3223
in	w3224
das	w3225
Holz	w3226
<g/>
,
welches	w3228
man	w3229
<g/>
,
wo	w3231
moglich	w3232
<g/>
,
in	w3234
der	w3235
Sonne	w3236
trocknen	w3237
läßt	w3238
<g/>
,
und	w3240
nach	w3241
Befinden	w3242
den	w3243
Anstrich	w3244
wiederholt	w3245
<g/>
.
</p>
<head id="hl13">
Wien	w3247
den	w3248
13	w3249
<g/>
.
Wintermonat	w3251
<g/>
.
</head>
<p id="p56">
Am	w3253
Diensttage	w3254
als	w3255
den	w3256
9	w3257
<g/>
.
dieses	w3259
erho=ben	w3260
<g/>
=
sich	w3262
Jhre	w3263
königl	w3264
<g/>
.
Hoheiten	w3266
die	w3267
Erzher=zoginn	w3268
<g/>
=
Christina	w3270
<g/>
,
zebst	w3272
dero	w3273
durchl	w3274
<g/>
.
Ge=mahl	w3276
<g/>
=
<g/>
,
des	w3279
Herrn	w3280
Herzogs	w3281
Albert	w3282
zu	w3283
Sach=sen	w3284
<g/>
=
<g/>
=
Teschen	w3287
wiederum	w3288
von	w3289
hier	w3290
nach	w3291
Preß=burg	w3292
<g/>
=
zurück	w3294
<g/>
.
</p>
<p id="p57">
Am	w3296
Freytage	w3297
geruheten	w3298
Jhre	w3299
kais	w3300
auch	w3301
kais	w3302
<g/>
.
kön	w3304
<g/>
.
apost	w3306
<g/>
.
Majestät	w3308
dem	w3309
gewöhnli=chen	w3310
<g/>
=
Staatsrathe	w3312
vorzusitzen	w3313
<g/>
.
</p>
<p id="p58">
Den	w3315
ersten	w3316
dieses	w3317
Monats	w3318
ward	w3319
auf	w3320
hie=siger	w3321
<g/>
=
Universität	w3323
der	w3324
hochwürdige	w3325
und	w3326
wohl=edelgeborne	w3327
<g/>
=
Herr	w3329
Siegmund	w3330
von	w3331
Stor=chenau	w3332
<g/>
=
aus	w3334
Kärnthen	w3335
zur	w3336
Würde	w3337
eines	w3338
Dok=tors	w3339
<g/>
=
der	w3341
Gottesgelartheit	w3342
erhoben	w3343
<g/>
.
Schon	w3345
vor	w3346
zwölf	w3347
Jahren	w3348
hatte	w3349
dieser	w3350
sowohl	w3351
um	w3352
die	w3353
Retigion	w3354
als	w3355
Wissenschaften	w3356
gleich	w3357
ver=diente	w3358
<g/>
=
Mann	w3360
die	w3361
hiezu	w3362
erforderlichen	w3363
Prü=fungen	w3364
<g/>
=
mit	w3366
vielen	w3367
Beyfall	w3368
überstanden	w3369
<g/>
.
Von	w3371
der	w3372
Zeit	w3373
an	w3374
<g/>
,
bis	w3376
itzo	w3377
<g/>
,
lehrte	w3379
derselbe	w3380
die	w3381
Logik	w3382
und	w3383
Metaphysick	w3384
nicht	w3385
ohne	w3386
grossen	w3387
Nutzen	w3388
seiner	w3389
Zuhörer	w3390
<g/>
,
verfertigte	w3392
sich	w3393
selbst	w3394
ein	w3395
Lehrbuch	w3396
<g/>
,
das	w3398
so	w3399
wie	w3400
ein	w3401
anderes	w3402
Werk	w3403
von	w3404
ebendemselben	w3405
<g/>
,
welches	w3407
den	w3408
Titul	w3409
<g/>
,
die	w3411
Philosohie	w3412
der	w3413
Religion	w3414
führet	w3415
<g/>
,
in	w3417
der	w3418
Re=publick	w3419
<g/>
=
der	w3421
Gelehrten	w3422
<g/>
,
nicht	w3424
unbemerkt	w3425
geblieben	w3426
<g/>
.
</p>
<p id="p59">
Folgende	w3428
Gedanken	w3429
der	w3430
Frau	w3431
v	w3432
<g/>
.
Pernet	w3434
<g/>
,
die	w3436
sich	w3437
durch	w3438
einen	w3439
ganzen	w3440
Band	w3441
voll	w3442
Rei=me	w3443
<g/>
=
bereits	w3445
bekannt	w3446
gemacht	w3447
<g/>
,
sind	w3449
uns	w3450
zur	w3451
Einrückung	w3452
mitgetheilet	w3453
worden	w3454
<g/>
.
Die	w3456
Ver=anlassung	w3457
<g/>
=
zu	w3459
denselben	w3460
<g/>
,
ist	w3462
eine	w3463
edle	w3464
mensch=liche	w3465
<g/>
=
That	w3467
<g/>
:
Jhre	w3469
königl	w3470
<g/>
.
Hohbeit	w3472
die	w3473
Ma=dame	w3474
<g/>
=
Dauphine	w3476
<g/>
,
unsere	w3478
unvergeßliche	w3479
An=tonia	w3480
<g/>
=
<g/>
,
die	w3483
wir	w3484
immer	w3485
mit	w3486
so	w3487
freudigen	w3488
Ent=zücken	w3489
<g/>
=
sahen	w3491
<g/>
,
und	w3493
mit	w3494
Thränen	w3495
von	w3496
uns	w3497
ließen	w3498
als	w3499
sie	w3500
das	w3501
Weib	w3502
und	w3503
die	w3504
Kinder	w3505
eines	w3506
Gärtners	w3507
<g/>
,
der	w3509
auf	w3510
einer	w3511
Parforce=jagd	w3512
<g/>
=
durch	w3514
einen	w3515
Hirsch	w3516
verwundet	w3517
worden	w3518
<g/>
,
nicht	w3520
nur	w3521
großmüthigst	w3522
beschenkte	w3523
<g/>
,
mitleids=voll	w3525
<g/>
=
in	w3527
